/Users/emilyjin/Code/behavior/mini_behavior/train_nav.py

Device: cpu

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=3, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 000128 | FPS 0658 | D 0 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.069 | V 0.081 | pL 0.010 | vL 0.002 | ∇ 0.080
U 2 | F 000256 | FPS 0705 | D 0 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.085 | V 0.074 | pL 0.018 | vL 0.000 | ∇ 0.026
U 3 | F 000384 | FPS 0724 | D 0 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.090 | V 0.068 | pL 0.014 | vL 0.000 | ∇ 0.014
U 4 | F 000512 | FPS 0827 | D 0 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.096 | V 0.056 | pL 0.012 | vL 0.000 | ∇ 0.013
U 5 | F 000640 | FPS 0852 | D 0 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.098 | V 0.046 | pL 0.008 | vL 0.000 | ∇ 0.009
U 6 | F 000768 | FPS 0793 | D 1 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.096 | V 0.049 | pL 0.010 | vL 0.000 | ∇ 0.008
U 7 | F 000896 | FPS 0814 | D 1 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.093 | V 0.038 | pL 0.008 | vL 0.000 | ∇ 0.009
U 8 | F 001024 | FPS 0778 | D 1 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.094 | V 0.036 | pL 0.006 | vL 0.000 | ∇ 0.003
U 9 | F 001152 | FPS 0823 | D 1 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.095 | V 0.032 | pL 0.003 | vL 0.000 | ∇ 0.004
U 10 | F 001280 | FPS 0847 | D 1 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.096 | V 0.030 | pL 0.006 | vL 0.000 | ∇ 0.002
Status saved
U 11 | F 001408 | FPS 0818 | D 1 | rR:μσmM 0.00 0.00 0.00 0.00 | F:μσmM 0.0 0.0 0 0 | H 1.095 | V 0.024 | pL 0.004 | vL 0.000 | ∇ 0.003
